date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:34:31	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:31%20GMT	https://www.megabox.co.kr/mypage/point-list	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/point-list	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:31	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:32%20GMT	https://www.megabox.co.kr/mypage/discount-coupon	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/discount-coupon	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:31	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:32%20GMT	https://www.megabox.co.kr/mypage/movie-coupon	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/movie-coupon	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:31	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:32%20GMT	https://www.megabox.co.kr/mypage/bookinglist	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/bookinglist	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:32	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:32%20GMT	https://www.megabox.co.kr/mypage/bookinglist?tab=02	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/bookinglist9703	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:32	176/176	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:32%20GMT	https://www.megabox.co.kr/on/oh/ohz/PayBooking/blank.do	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/on/oh/ohz/PayBooking/blank.html	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:32	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:33%20GMT	https://www.megabox.co.kr/booking/payment-successcomplete	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/booking/payment-successcomplete	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:32	113382/113382	---M--	200	added ('OK')	image/png	etag:%220-1bae6-5f0291cb%22	https://www.megabox.co.kr/static/pc/images/reserve/img-addfood01.png	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/static/pc/images/reserve/img-addfood01.png	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:33	117208/117208	---M--	200	added ('OK')	image/png	etag:%220-1c9d8-5f0291cb%22	https://www.megabox.co.kr/static/pc/images/reserve/img-addfood02.png	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/static/pc/images/reserve/img-addfood02.png	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:33	107038/107038	---M--	200	added ('OK')	image/png	etag:%220-1a21e-5f0291cb%22	https://www.megabox.co.kr/static/pc/images/reserve/img-addfood03.png	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/static/pc/images/reserve/img-addfood03.png	(from https://www.megabox.co.kr/booking/privatebooking)
15:34:33	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:34%20GMT	https://www.megabox.co.kr/on/oh/ohg/MbLogin/mbLogout.do	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/on/oh/ohg/MbLogin/mbLogout.do	(from https://www.megabox.co.kr/theater/list)
15:34:33	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:34%20GMT	https://www.megabox.co.kr/mypage	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage	(from https://www.megabox.co.kr/theater/list)
15:34:34	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:34%20GMT	https://www.megabox.co.kr/mypage/point-list	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/point-list	(from https://www.megabox.co.kr/theater/list)
15:34:34	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:34%20GMT	https://www.megabox.co.kr/mypage/discount-coupon	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/discount-coupon	(from https://www.megabox.co.kr/theater/list)
15:34:34	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:35%20GMT	https://www.megabox.co.kr/mypage/movie-coupon	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/movie-coupon	(from https://www.megabox.co.kr/theater/list)
15:34:34	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:35%20GMT	https://www.megabox.co.kr/mypage/bookinglist	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/bookinglist	(from https://www.megabox.co.kr/theater/list)
15:34:35	850/850	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Jul%202020%2006:34:35%20GMT	https://www.megabox.co.kr/mypage/bookinglist?tab=02	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/mypage/bookinglist9703	(from https://www.megabox.co.kr/theater/list)
15:34:35	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:35%20GMT	https://www.megabox.co.kr/theater?brchNo=1372	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theateredf1.html	(from https://www.megabox.co.kr/theater/list)
15:34:35	143070/143070	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:36%20GMT	https://www.megabox.co.kr/theater?brchNo=1359	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater2384.html	(from https://www.megabox.co.kr/theater/list)
15:34:36	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:36%20GMT	https://www.megabox.co.kr/theater?brchNo=1341	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater04fa.html	(from https://www.megabox.co.kr/theater/list)
15:34:36	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:36%20GMT	https://www.megabox.co.kr/theater?brchNo=1431	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theateraa59.html	(from https://www.megabox.co.kr/theater/list)
15:34:36	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:36%20GMT	https://www.megabox.co.kr/theater?brchNo=1003	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterfb37.html	(from https://www.megabox.co.kr/theater/list)
15:34:36	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:37%20GMT	https://www.megabox.co.kr/theater?brchNo=1572	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera83c.html	(from https://www.megabox.co.kr/theater/list)
15:34:36	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:37%20GMT	https://www.megabox.co.kr/theater?brchNo=1581	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater1177.html	(from https://www.megabox.co.kr/theater/list)
15:34:37	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:37%20GMT	https://www.megabox.co.kr/theater?brchNo=1311	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater3a3b.html	(from https://www.megabox.co.kr/theater/list)
15:34:37	143066/143066	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:38%20GMT	https://www.megabox.co.kr/theater?brchNo=1211	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater37ed.html	(from https://www.megabox.co.kr/theater/list)
15:34:37	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:38%20GMT	https://www.megabox.co.kr/theater?brchNo=1331	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater426b.html	(from https://www.megabox.co.kr/theater/list)
15:34:38	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:38%20GMT	https://www.megabox.co.kr/theater?brchNo=1371	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera260.html	(from https://www.megabox.co.kr/theater/list)
15:34:38	143033/143033	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:38%20GMT	https://www.megabox.co.kr/theater?brchNo=1381	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater7f75.html	(from https://www.megabox.co.kr/theater/list)
15:34:38	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:39%20GMT	https://www.megabox.co.kr/theater?brchNo=1202	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater6f66.html	(from https://www.megabox.co.kr/theater/list)
15:34:38	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:39%20GMT	https://www.megabox.co.kr/theater?brchNo=1221	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater64ed.html	(from https://www.megabox.co.kr/theater/list)
15:34:39	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:39%20GMT	https://www.megabox.co.kr/theater?brchNo=1561	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater8128.html	(from https://www.megabox.co.kr/theater/list)
15:34:39	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:39%20GMT	https://www.megabox.co.kr/theater?brchNo=1321	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater5fe7.html	(from https://www.megabox.co.kr/theater/list)
15:34:39	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:40%20GMT	https://www.megabox.co.kr/theater?brchNo=1351	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater58af.html	(from https://www.megabox.co.kr/theater/list)
15:34:39	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:40%20GMT	https://www.megabox.co.kr/theater?brchNo=1212	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatere717.html	(from https://www.megabox.co.kr/theater/list)
15:34:40	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:40%20GMT	https://www.megabox.co.kr/theater?brchNo=1571	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater447d.html	(from https://www.megabox.co.kr/theater/list)
15:34:40	142879/142879	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:40%20GMT	https://www.megabox.co.kr/theater?brchNo=1562	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater2f8e.html	(from https://www.megabox.co.kr/theater/list)
15:34:40	143000/143000	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:41%20GMT	https://www.megabox.co.kr/theater?brchNo=4121	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theateraafd.html	(from https://www.megabox.co.kr/theater/list)
15:34:40	143033/143033	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:41%20GMT	https://www.megabox.co.kr/theater?brchNo=4152	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatercc27.html	(from https://www.megabox.co.kr/theater/list)
15:34:41	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:41%20GMT	https://www.megabox.co.kr/theater?brchNo=4721	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater707f.html	(from https://www.megabox.co.kr/theater/list)
15:34:41	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:41%20GMT	https://www.megabox.co.kr/theater?brchNo=4451	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatere938.html	(from https://www.megabox.co.kr/theater/list)
15:34:41	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:41%20GMT	https://www.megabox.co.kr/theater?brchNo=4652	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater93aa.html	(from https://www.megabox.co.kr/theater/list)
15:34:41	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:42%20GMT	https://www.megabox.co.kr/theater?brchNo=4113	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater0d0b.html	(from https://www.megabox.co.kr/theater/list)
15:34:41	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:42%20GMT	https://www.megabox.co.kr/theater?brchNo=4722	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterbdf4.html	(from https://www.megabox.co.kr/theater/list)
15:34:42	143066/143066	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:42%20GMT	https://www.megabox.co.kr/theater?brchNo=4221	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater49f6.html	(from https://www.megabox.co.kr/theater/list)
15:34:42	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:42%20GMT	https://www.megabox.co.kr/theater?brchNo=4631	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera216.html	(from https://www.megabox.co.kr/theater/list)
15:34:42	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:42%20GMT	https://www.megabox.co.kr/theater?brchNo=4411	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater7265.html	(from https://www.megabox.co.kr/theater/list)
15:34:42	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:43%20GMT	https://www.megabox.co.kr/theater?brchNo=4421	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater0ceb.html	(from https://www.megabox.co.kr/theater/list)
15:34:43	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:43%20GMT	https://www.megabox.co.kr/theater?brchNo=4291	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater33fc.html	(from https://www.megabox.co.kr/theater/list)
15:34:43	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:43%20GMT	https://www.megabox.co.kr/theater?brchNo=4253	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater73b9.html	(from https://www.megabox.co.kr/theater/list)
15:34:43	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:43%20GMT	https://www.megabox.co.kr/theater?brchNo=4821	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater7059.html	(from https://www.megabox.co.kr/theater/list)
15:34:43	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:44%20GMT	https://www.megabox.co.kr/theater?brchNo=4431	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater1893.html	(from https://www.megabox.co.kr/theater/list)
15:34:43	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:44%20GMT	https://www.megabox.co.kr/theater?brchNo=0012	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater5692.html	(from https://www.megabox.co.kr/theater/list)
15:34:44	143033/143033	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:44%20GMT	https://www.megabox.co.kr/theater?brchNo=4462	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater2cae.html	(from https://www.megabox.co.kr/theater/list)
15:34:44	142967/142967	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:44%20GMT	https://www.megabox.co.kr/theater?brchNo=4804	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatered3d.html	(from https://www.megabox.co.kr/theater/list)
15:34:44	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:44%20GMT	https://www.megabox.co.kr/theater?brchNo=4111	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater645e.html	(from https://www.megabox.co.kr/theater/list)
15:34:44	143000/143000	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:45%20GMT	https://www.megabox.co.kr/theater?brchNo=4104	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater8a8f.html	(from https://www.megabox.co.kr/theater/list)
15:34:44	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:45%20GMT	https://www.megabox.co.kr/theater?brchNo=4112	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatered65.html	(from https://www.megabox.co.kr/theater/list)
15:34:45	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:45%20GMT	https://www.megabox.co.kr/theater?brchNo=4132	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater46c1.html	(from https://www.megabox.co.kr/theater/list)
15:34:45	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:45%20GMT	https://www.megabox.co.kr/theater?brchNo=4115	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatercbb7.html	(from https://www.megabox.co.kr/theater/list)
15:34:45	143000/143000	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:45%20GMT	https://www.megabox.co.kr/theater?brchNo=4131	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater85dd.html	(from https://www.megabox.co.kr/theater/list)
15:34:45	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:46%20GMT	https://www.megabox.co.kr/theater?brchNo=4501	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterfb0e.html	(from https://www.megabox.co.kr/theater/list)
15:34:46	143000/143000	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:46%20GMT	https://www.megabox.co.kr/theater?brchNo=4651	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera64a.html	(from https://www.megabox.co.kr/theater/list)
15:34:46	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:46%20GMT	https://www.megabox.co.kr/theater?brchNo=4041	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater1901.html	(from https://www.megabox.co.kr/theater/list)
15:34:46	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:47%20GMT	https://www.megabox.co.kr/theater?brchNo=4062	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterf177.html	(from https://www.megabox.co.kr/theater/list)
15:34:46	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:47%20GMT	https://www.megabox.co.kr/theater?brchNo=4001	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterd1b8.html	(from https://www.megabox.co.kr/theater/list)
15:34:47	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:47%20GMT	https://www.megabox.co.kr/theater?brchNo=4051	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterf17c.html	(from https://www.megabox.co.kr/theater/list)
15:34:47	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:47%20GMT	https://www.megabox.co.kr/theater?brchNo=4042	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater5ff0.html	(from https://www.megabox.co.kr/theater/list)
15:34:47	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:47%20GMT	https://www.megabox.co.kr/theater?brchNo=4043	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera346.html	(from https://www.megabox.co.kr/theater/list)
15:34:47	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:48%20GMT	https://www.megabox.co.kr/theater?brchNo=3141	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater4a88.html	(from https://www.megabox.co.kr/theater/list)
15:34:47	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:48%20GMT	https://www.megabox.co.kr/theater?brchNo=3021	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterab4a.html	(from https://www.megabox.co.kr/theater/list)
15:34:48	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:48%20GMT	https://www.megabox.co.kr/theater?brchNo=0009	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatere837.html	(from https://www.megabox.co.kr/theater/list)
15:34:48	142967/142967	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:48%20GMT	https://www.megabox.co.kr/theater?brchNo=3011	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater7124.html	(from https://www.megabox.co.kr/theater/list)
15:34:48	143033/143033	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:48%20GMT	https://www.megabox.co.kr/theater?brchNo=0017	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterb681.html	(from https://www.megabox.co.kr/theater/list)
15:34:48	143037/143037	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:49%20GMT	https://www.megabox.co.kr/theater?brchNo=3391	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater1653.html	(from https://www.megabox.co.kr/theater/list)
15:34:48	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:49%20GMT	https://www.megabox.co.kr/theater?brchNo=3392	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera094.html	(from https://www.megabox.co.kr/theater/list)
15:34:49	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:49%20GMT	https://www.megabox.co.kr/theater?brchNo=0008	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater131d.html	(from https://www.megabox.co.kr/theater/list)
15:34:49	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:49%20GMT	https://www.megabox.co.kr/theater?brchNo=3631	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera73b.html	(from https://www.megabox.co.kr/theater/list)
15:34:49	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:50%20GMT	https://www.megabox.co.kr/theater?brchNo=3901	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theateradd7.html	(from https://www.megabox.co.kr/theater/list)
15:34:49	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:50%20GMT	https://www.megabox.co.kr/theater?brchNo=3651	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater27eb.html	(from https://www.megabox.co.kr/theater/list)
15:34:49	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:50%20GMT	https://www.megabox.co.kr/theater?brchNo=3301	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater346d.html	(from https://www.megabox.co.kr/theater/list)
15:34:50	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:50%20GMT	https://www.megabox.co.kr/theater?brchNo=0013	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterfa35.html	(from https://www.megabox.co.kr/theater/list)
15:34:50	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:51%20GMT	https://www.megabox.co.kr/theater?brchNo=3801	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterd4a3.html	(from https://www.megabox.co.kr/theater/list)
15:34:50	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:51%20GMT	https://www.megabox.co.kr/theater?brchNo=3501	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater994b.html	(from https://www.megabox.co.kr/theater/list)
15:34:51	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:51%20GMT	https://www.megabox.co.kr/theater?brchNo=6701	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theateraa6f.html	(from https://www.megabox.co.kr/theater/list)
15:34:51	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:51%20GMT	https://www.megabox.co.kr/theater?brchNo=7602	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater9e4c.html	(from https://www.megabox.co.kr/theater/list)
15:34:51	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:51%20GMT	https://www.megabox.co.kr/theater?brchNo=7122	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater8b57.html	(from https://www.megabox.co.kr/theater/list)
15:34:51	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:52%20GMT	https://www.megabox.co.kr/theater?brchNo=7801	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater710e.html	(from https://www.megabox.co.kr/theater/list)
15:34:51	142934/142934	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:52%20GMT	https://www.megabox.co.kr/theater?brchNo=7303	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater2c90.html	(from https://www.megabox.co.kr/theater/list)
15:34:52	142868/142868	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:52%20GMT	https://www.megabox.co.kr/theater?brchNo=7401	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theatera9e6.html	(from https://www.megabox.co.kr/theater/list)
15:34:52	142901/142901	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:52%20GMT	https://www.megabox.co.kr/theater?brchNo=7901	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theaterfef9.html	(from https://www.megabox.co.kr/theater/list)
15:34:52	143037/143037	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:52%20GMT	https://www.megabox.co.kr/theater?brchNo=7022	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater9193.html	(from https://www.megabox.co.kr/theater/list)
15:34:52	143136/143136	---MC-	200	added ('OK')	text/html	date:Tue,%2007%20Jul%202020%2006:34:53%20GMT	https://www.megabox.co.kr/theater?brchNo=7011	C:/Users/SiSt171/Desktop/mega/megabox/www.megabox.co.kr/theater879c.html	(from https://www.megabox.co.kr/theater/list)
